Timestamp,Starost:,Spol:,Katera družabna omrežja uporabljaš?,Amelie (2001),"Izvor (Inception,  2010)","Vitez teme (The Dark Knight, 2008)",Titanic (1997),"Beležnica (Notebook, 2004)","3 idioti (3 Idiots, 2009)","Matrica (Matrix, 1999)","Življenje je lepo (La vita e' bella, 1997)","Veliki Lebowski (Big Lebowski, 1998)","Reševanje vojaka Ryana (Saving private Ryan, 1998)","Hobiji, s katerim se ukvarjaš:","Športi, s katerimi se ukvarjaš:","Glasba, ki jo poslušaš:"
2016-06-12 09:08:49,18,M,Facebook;Snapchat;YouTube,0,0,0,5,0,5,4,0,0,0,"branje;gledališče;pisanje poezije, proze;glasba, petje;slikanje, risanje, fotografija;ročna dela;družabne igre","nogomet;košarka;odbojka;tek, atletika;plezanje;plavanje;kolesarjenje",r'n'b / soul;rock;jazz;reggage;punk;blues;alternativna
2016-06-12 09:16:31,18,Ž,Facebook;Snapchat;Instagram;Tumblr;YouTube,0,0,0,3,5,4,4,0,0,0,"branje;gledališče;glasba, petje;kuhanje, kulinarika;družabne igre;reševanje ugank","nogomet;odbojka;plezanje;plavanje;kolesarjenje;smučanje, bordanje","pop;rock;metal;jazz;blues;klasična glasba;elektronska glasba (drum'n'bass, trance, dance, trap, dubstep, techno...)"
2016-06-12 09:19:13,19,Ž,Facebook;Snapchat;Instagram;Pinterest,0,0,3,4,,5,0,2,0,0,gasilci,,pop
2016-06-12 09:21:28,17,Ž,Facebook;Twitter;Snapchat;Instagram;Pinterest;YouTube,0,0,0,4,2,0,0,0,0,0,"branje;glasba, petje;slikanje, risanje, fotografija;družabne igre",plavanje,pop
2016-06-12 09:24:41,19,Ž,Facebook;Snapchat;Instagram;Tumblr;YouTube,0,3,3,4,5,2,3,4,3,4,"branje;glasba, petje;družabne igre;reševanje ugank",odbojka,pop;r'n'b / soul;rap / hip-hop
2016-06-12 09:30:02,,M,Facebook;YouTube,5,0,0,4,4,0,0,4,0,0,"branje;pohodništvo, hoja v hribe;vrtnarjenje, botanika;reševanje ugank;zbirateljstvo;Iskanje različnih podatkov na internetu o stvareh, ki me zanimajo (bolezni, zdravila, potniška letala, letalske družbe, rože)","Hoja (poleti), smučarski tek (pozimi)","pop;r'n'b / soul;rock;elektronska glasba (drum'n'bass, trance, dance, trap, dubstep, techno...);Turbofolk"
2016-06-12 09:35:55,,M,Facebook;YouTube,4,5,3,2,1,0,5,0,2,0,"glasba, petje;slikanje, risanje, fotografija;družabne igre;zbirateljstvo",,"rock;jazz;rap / hip-hop;reggage;funk;klasična glasba;elektronska glasba (drum'n'bass, trance, dance, trap, dubstep, techno...)"
2016-06-12 09:42:26,20,M,Facebook;Twitter;Snapchat;Instagram;Tumblr;YouTube,4,4,3,2,2,1,4,3,3,4,"slikanje, risanje, fotografija;kuhanje, kulinarika;video, oblikovanje",/,"pop;r'n'b / soul;rock;jazz;rap / hip-hop;funk;blues;klasična glasba;elektronska glasba (drum'n'bass, trance, dance, trap, dubstep, techno...)"
2016-06-12 09:51:19,18,Ž,Facebook;Snapchat;Instagram;YouTube,0,0,0,3,5,0,0,0,0,0,družabne igre;Odbojka,odbojka,pop;rock;rap / hip-hop
2016-06-12 09:56:14,18,Ž,"Facebook;Snapchat;Pinterest;YouTube;viber, whatsup",0,0,0,5,5,0,4,0,0,0,"slikanje, risanje, fotografija;ročna dela;družabne igre;reševanje ugank",rokomet,pop;rap / hip-hop;folk;klasična glasba
2016-06-12 10:10:42,17,M,Facebook;YouTube,0,0,0,2,0,0,2,0,0,5,lovstvo,"tek, atletika;plavanje",rock
2016-06-12 10:15:16,19,Ž,Facebook;Snapchat;Instagram;Tumblr;YouTube,0,5,4,5,2,0,4,0,0,0,"slikanje, risanje, fotografija;kuhanje, kulinarika;reševanje ugank",Nič,rock;metal
2016-06-12 10:44:03,19,Ž,Facebook;Instagram;Pinterest;YouTube,0,0,0,1,1,0,2,5,5,3,"branje;gledališče;glasba, petje;kuhanje, kulinarika;družabne igre",joga,rock;jazz;blues;klasična glasba
2016-06-13 12:05:06,19,Ž,Facebook;Snapchat;Instagram;YouTube,0,3,3,5,3,,4,3,0,0,branje;Gasilstvo,Nic,Balkan 
2016-06-13 12:25:35,18,M,Facebook;Snapchat;YouTube,0,2,3,3,0,0,3,5,0,0,"glasba, petje;slikanje, risanje, fotografija;ročna dela;taborniki, skavti","smučanje, bordanje","metal;jazz;klasična glasba;elektronska glasba (drum'n'bass, trance, dance, trap, dubstep, techno...);alternativna;Industrial"
2016-06-13 12:51:23,18,Ž,Facebook;Snapchat;Instagram;Tumblr;YouTube,0,5,4,4,4,0,0,0,0,0,"branje;glasba, petje;družabne igre;reševanje ugank","košarka;odbojka;borilni športi (taekwondo, karate, aikido...)","pop;r'n'b / soul;rock;rap / hip-hop;punk;klasična glasba;elektronska glasba (drum'n'bass, trance, dance, trap, dubstep, techno...)"
2016-06-13 01:28:35,19,Ž,Facebook;Twitter;Snapchat;Instagram;Tumblr;YouTube,0,0,4,4,5,3,0,0,0,0,"branje;glasba, petje;slikanje, risanje, fotografija;kuhanje, kulinarika;vrtnarjenje, botanika;družabne igre;reševanje ugank",odbojka;plavanje;kolesarjenje;jahanje,pop;rock;folk
2016-06-13 01:34:10,18,Ž,Facebook;Snapchat;Instagram;Pinterest;YouTube;9gag,0,3,0,3,2,5,0,0,0,3,"branje;kuhanje, kulinarika;reševanje ugank",košarka;kolesarjenje,pop;r'n'b / soul;klasična glasba
2016-06-13 06:27:28,20,Ž,Facebook;Snapchat;Instagram;YouTube,0,0,0,5,5,0,0,0,0,0,"slikanje, risanje, fotografija;pohodništvo, hoja v hribe",Prefesionalno se ne ukvarjam s športom,pop
2016-06-13 07:35:19,25,M,Facebook;Snapchat;Instagram;YouTube,0,4,4,4,0,5,5,0,0,5,"ročna dela;kuhanje, kulinarika;družabne igre",nogomet;košarka;odbojka;joga,rock;metal;blues
2016-06-13 08:54:16,19,Ž,Facebook;Snapchat;Instagram;YouTube,0,0,0,4,5,0,0,0,0,0,"branje;pohodništvo, hoja v hribe;družabne igre","nogomet;odbojka;plavanje;smučanje, bordanje",pop
2016-06-13 09:09:17,18,Ž,Facebook;Instagram;YouTube,0,0,4,4,4,4,3,0,0,4,"branje;glasba, petje;slikanje, risanje, fotografija;družabne igre",nogomet;odbojka,"pop;r'n'b / soul;rap / hip-hop;elektronska glasba (drum'n'bass, trance, dance, trap, dubstep, techno...);alternativna"
2016-06-13 09:16:51,18,Ž,Facebook;Snapchat;Instagram;Tumblr;YouTube,0,3,3,5,5,5,3,5,3,2,gledališče,/,pop
2016-06-13 09:50:35,28,M,Facebook;LinkedIn;YouTube,0,3,2,3,3,0,5,0,0,5,"programiranje;branje;pohodništvo, hoja v hribe;družabne igre",,rock;metal;klasična glasba
2016-06-13 10:52:42,19,M,Facebook;Snapchat;Instagram;YouTube,0,0,4,3,0,4,3,0,4,4,družabne igre,Nič,rock;rap / hip-hop
2016-06-13 11:31:10,,Ž,Facebook;Tumblr;YouTube,0,4,4,0,0,0,5,0,0,5,"glasba, petje;slikanje, risanje, fotografija;ročna dela","smučanje, bordanje;skateanje",rock;metal;jazz;blues;alternativna
2016-06-13 01:01:16,24,M,Facebook;YouTube,4,5,4,4,0,0,4,0,0,4,"branje;glasba, petje;kuhanje, kulinarika",kolesarjenje;joga,rock;metal;blues;klasična glasba
2016-06-13 01:03:14,,M,Facebook;Instagram;YouTube,5,5,0,2,2,0,4,4,5,3,"programiranje;branje;gledališče;glasba, petje;slikanje, risanje, fotografija;ročna dela;pohodništvo, hoja v hribe;kuhanje, kulinarika;vrtnarjenje, botanika;družabne igre",skateanje,"rock;metal;jazz;rap / hip-hop;funk;elektronska glasba (drum'n'bass, trance, dance, trap, dubstep, techno...);alternativna"
2016-06-13 01:05:25,,M,Facebook;Snapchat;Instagram;YouTube,0,0,0,2,2,5,5,2,1,5,"pisanje poezije, proze;glasba, petje","borilni športi (taekwondo, karate, aikido...)",rap / hip-hop
2016-06-13 01:30:40,20,Ž,Facebook;Snapchat;Instagram;Tumblr;YouTube,0,0,0,4,5,3,0,4,0,3,"glasba, petje;slikanje, risanje, fotografija;pohodništvo, hoja v hribe",nogomet;odbojka,"pop;r'n'b / soul;rock;elektronska glasba (drum'n'bass, trance, dance, trap, dubstep, techno...)"
2016-06-13 01:34:34,19,M,Facebook;Snapchat;Instagram;YouTube,0,5,4,3,2,0,3,0,0,4,čarovniški triki s krtami,nogomet;tenis,"pop;rock;rap / hip-hop;elektronska glasba (drum'n'bass, trance, dance, trap, dubstep, techno...);alternativna"
2016-06-13 01:57:05,,M,Facebook;Snapchat;YouTube,0,4,5,5,0,0,5,0,5,4,programiranje,"nogomet;smučanje, bordanje","pop;rock;metal;jazz;reggage;elektronska glasba (drum'n'bass, trance, dance, trap, dubstep, techno...)"
2016-06-13 02:19:17,,M,Facebook;YouTube,0,0,3,0,0,0,0,5,4,0,"glasba, petje;pohodništvo, hoja v hribe;reševanje ugank",nogomet;odbojka,rock;metal;rap / hip-hop;klasična glasba;alternativna
2016-06-13 02:45:57,,M,Facebook;Twitter;YouTube;Twitch TV,0,0,4,3,0,2,3,0,0,4,branje;družabne igre,košarka,"pop;rap / hip-hop;elektronska glasba (drum'n'bass, trance, dance, trap, dubstep, techno...)"
2016-06-13 03:26:45,20,Ž,Facebook;YouTube,0,5,5,5,0,3,0,0,0,0,"gledališče;glasba, petje;družabne igre",plavanje;namizni tenis,rock;metal
2016-06-13 03:37:44,18,Ž,Facebook;Snapchat;Tumblr,0,4,3,4,4,0,4,0,4,0,"slikanje, risanje, fotografija;pohodništvo, hoja v hribe;kuhanje, kulinarika;vrtnarjenje, botanika;družabne igre",nic,"r'n'b / soul;elektronska glasba (drum'n'bass, trance, dance, trap, dubstep, techno...)"
2016-06-13 04:17:13,18,M,Facebook;Snapchat;Instagram;YouTube,0,4,0,4,0,0,4,0,0,4,"branje;glasba, petje","tek, atletika;smučanje, bordanje","rock;blues;klasična glasba;elektronska glasba (drum'n'bass, trance, dance, trap, dubstep, techno...);alternativna"
2016-06-13 04:17:13,19,Ž,Facebook;Snapchat;Instagram;YouTube,0,0,3,5,2,0,0,0,0,2,družabne igre,nic,pop;r'n'b / soul;rap / hip-hop
2016-06-13 04:50:02,,M,Facebook;Instagram;YouTube,0,5,5,3,0,5,4,0,0,0,"programiranje;glasba, petje;družabne igre","nogomet;odbojka;plavanje;kolesarjenje;vodni športi (kitesurfing, windsurfing, jadranje...);smučanje, bordanje;skateanje;borilni športi (taekwondo, karate, aikido...)","r'n'b / soul;rock;metal;jazz;reggage;funk;punk;blues;klasična glasba;elektronska glasba (drum'n'bass, trance, dance, trap, dubstep, techno...)"
2016-06-13 05:50:00,18,M,Facebook;YouTube;skype,0,4,0,2,0,0,4,0,3,5,"plezanje, krav maga","tek, atletika;plezanje;kolesarjenje;borilni športi (taekwondo, karate, aikido...)","pop;rap / hip-hop;elektronska glasba (drum'n'bass, trance, dance, trap, dubstep, techno...)"
2016-06-13 09:07:54,19,Ž,Facebook;Snapchat;Instagram;YouTube,0,4,3,4,5,0,0,5,0,0,"slikanje, risanje, fotografija","odbojka;tek, atletika;Tenis","pop;r'n'b / soul;rap / hip-hop;elektronska glasba (drum'n'bass, trance, dance, trap, dubstep, techno...)"
2016-06-13 10:03:19,19,Ž,Facebook;Snapchat;Instagram;YouTube,3,3,3,5,3,5,4,4,3,3,"glasba, petje;kuhanje, kulinarika;družabne igre",odbojka;plavanje;kolesarjenje,Balkan
2016-06-13 11:03:45,18,Ž,Facebook;Snapchat;Instagram;YouTube,4,5,4,3,0,0,5,3,0,0,"branje;ročna dela;kuhanje, kulinarika;vrtnarjenje, botanika;taborniki, skavti;reševanje ugank",,"pop;rock;metal;jazz;rap / hip-hop;reggage;funk;punk;klasična glasba;elektronska glasba (drum'n'bass, trance, dance, trap, dubstep, techno...)"
2016-06-14 12:17:20,19,Ž,Facebook;YouTube,5,4,0,3,2,2,4,4,5,5,"branje;gledališče;pisanje poezije, proze;glasba, petje;slikanje, risanje, fotografija;pohodništvo, hoja v hribe;kuhanje, kulinarika;vrtnarjenje, botanika;družabne igre;taborniki, skavti",kolesarjenje;joga;skateanje;ū,r'n'b / soul;rock;metal;jazz;reggage;punk;blues;klasična glasba;alternativna
2016-06-14 03:03:50,26,Ž,Facebook;Pinterest;LinkedIn;YouTube,1,5,3,1,4,0,5,5,0,2,"branje;slikanje, risanje, fotografija;ročna dela;pohodništvo, hoja v hribe;vrtnarjenje, botanika","plavanje;kolesarjenje;jahanje;vodni športi (kitesurfing, windsurfing, jadranje...);smučanje, bordanje",rock;metal
2016-06-15 07:03:01,27,Ž,Facebook;Pinterest;YouTube,0,5,1,4,5,0,3,5,0,0,"branje;pohodništvo, hoja v hribe;kuhanje, kulinarika;vrtnarjenje, botanika","kolesarjenje;smučanje, bordanje;pohodništvo","pop;jazz;elektronska glasba (drum'n'bass, trance, dance, trap, dubstep, techno...)"
