created_at	author_screen_name	text
2016-06-26 21:54:33	Risy018	"RT @AllFootballLive: #BEL have reached the quarter-finals of #EURO2016 !

They'll be playing #WAL https://t.co/N54fZUHmoQ"
2016-06-26 21:54:32	stephost	RT @SMignolet: Great performance tonight! We keep getting stronger each game! Next up, Wales and the quarter finals! #Euro2016 https://t.co…
2016-06-26 21:54:29	Robert_Brown0	"RT @5liveSport: Eden Hazard has as many assists at #Euro2016 (3) as he did for Chelsea in the entire Premier League season.

#HUNBEL https:…"
2016-06-26 21:54:29	danielmarck_	"RT @adidasfootball: Red Devils on 🔥. 
@BelRedDevils are through to the #EURO2016 quarter-finals. 
#FirstNeverFollows https://t.co/YweNhf37aj"
2016-06-26 21:54:29	WanMuhdHisyam	"RT @ContehoIic: Most assists at #EURO2016: 

Eden Hazard (3) 
De Bruyne (3) 

World class. https://t.co/QNONCWhbim"
2016-06-26 21:54:29	JabroniJason	"RT @UEFAEURO: Here's how the @adidas Golden Boot is shaping up...
MORE: https://t.co/SQ3vJ7rBWf
#EURO2016 https://t.co/f7RDnXcEhL"
2016-06-26 21:54:25	stephost	RT @AlderweireldTob: Very proud to score and help the team today! What a team performance💪🏼 Proud to be Belgian🇧🇪 #Euro2016 https://t.co/NI…
2016-06-26 21:54:24	danielmarck_	"RT @UEFAEURO: Gareth Bale v Eden Hazard: 🔥🔥🔥🔥🔥🔥
Lille, 1 July, 21.00CET.
#EURO2016 https://t.co/0ZzfTmgqMO"
2016-06-26 21:54:24	DhikaKinoy	RT @ManUtd: Well done to Marouane Fellaini &amp; #BEL on securing a quarter-finals place at #Euro2016 after a 4-0 win vs Hungary. #BEL face #WA…
2016-06-26 21:54:23	Fikri_ee	"RT @azzurri: #EURO2016 
Photos from the #Azzurri's pitch inspection at @StadeFrance. It'll be a great atmosphere tomorrow! https://t.co/Dvf…"
2016-06-26 21:54:22	vickylfc8	"RT @Icelandair: We've supported Iceland's national team for 70 years. This is for Iceland. #EURO2016  Áfram Ísland!
https://t.co/eVQPEkz7pt"
2016-06-26 21:54:22	sa_alqarnii20	RT @F2Freestylers: Not again😂😫 #EURO2016 https://t.co/zulOSEnS3R
2016-06-26 21:54:22	LauraMoore67	"RT @guardian_sport: #Euro2016 video preview: #Eng are favourites but must not underestimate #Isl https://t.co/3pIwdCWR6Z
https://t.co/zMrBu…"
2016-06-26 21:54:19	DhikaKinoy	RT @ManUtd: .@BSchweinsteiger is the latest Red through to #Euro2016's last 8 after #GER cruised to a 3-0 win v #SVK. Next up for #GER is #…
2016-06-26 21:54:19	MrJuergensen	"RT @betandskill: #Italy v #Spain predictions, betting tips, lineups, best odds &amp; no deposit free bets

https://t.co/jGDgB5JIVk

#ITAESP #IT…"
2016-06-26 21:54:18	02Luna777	"RT @TurkishAirlines: The #EURO2016 is a chance to see #EuropesBest Dad in action when he offers tickets to his son!
https://t.co/fszmCMx4jF"
2016-06-26 21:54:18	GRLOLSurvivor	"Check out our new sports board on Facebook! Get Real LOL Pro Sports
https://t.co/xbH6kfAuKW #NASCAR #Olympics2016 #EURO2016 #GRLOL #WWE"
2016-06-26 21:54:14	CP_cham	RT @DFB_Team_EN: Kisses for our quarterfinalists! 😘 #JederFuerJeden #EURO2016 #GERSVK https://t.co/9pmX47TKof
2016-06-26 21:54:13	Ben_Rafs	RT @ChelseaFC: .@hazardeden10 - superb!  #Euro2016 #HUNBEL https://t.co/Iu2fKuJT4i
2016-06-26 21:54:13	Brenda__Melo	RT @Podolski10: We delivered a great win! We keep going ahead! 💪🏽⚽🇩🇪 #Euro2016 #Poldi #DieMannschaft #lp10 👊🏻 https://t.co/6Qki2ZLm27
2016-06-26 21:54:13	danskin1886	"RT @UEFAEURO: Pepe, Portugal defender: ""All that I do is defend this jersey because it means a lot to me."" #POR #EURO2016 https://t.co/XAUf…"
2016-06-26 21:54:12	squareoneftbl	RT @FootieAndMusic: They've opened up the @FootballAttic again and done a pod about the kits at #EURO2016 https://t.co/rsjJqQig05 https://t…
2016-06-26 21:54:12	LesleyAnn001	RT @davidguetta: This One’s For You Tuaisceart Éireann !!! https://t.co/o8iHNzmWm8 @NorthernIreland #EURO2016 #NIR #DavidGuetta https://t.c…
2016-06-26 21:54:11	Jayjayem_	RT @Realmadridplace: #Euro2016 QF: Bale's #WAL will face #BEL - Cristiano and Pepe's #POR will face #POL - Kroos' Germany awaits winner bet…
2016-06-26 21:54:10	SaraPela7	RT @ToniKroos: Superior display of our @DFB_Team today! Now the #EURO2016 is getting interesting... https://t.co/VyuYbJIgZX
2016-06-26 21:54:08	bonnsolo	RT @8bitfootball: Eden Hazard, man of the match!! #BEL #EURO2016 https://t.co/1CkNVXehtX
2016-06-26 21:54:07	DhikaKinoy	RT @ManUtd: Congrats to @AnthonyMartial &amp; @SchneiderlinMo4 as #FRA reach the #Euro2016 quarter-finals by beating #IRL. They'll face #ENG or…
2016-06-26 21:54:05	Jazulimuhammad	RT @ChelseaFC: Congratulations to @thibautcourtois and @hazardeden10! Next up - quarter-finals. #Euro2016 https://t.co/3az5LohNGe https://t…
2016-06-26 21:54:03	nwrhld	hail #germany. salute. #EURO2016 https://t.co/tAKalLpG4P
2016-06-26 21:54:02	CameronCrocken	RT @BBCSporf: QUALITY: The Patrice Evra photoshops have started. #Euro2016 https://t.co/KXiPzot65j
2016-06-26 21:54:01	BrettRender	RT @BBCSporf: QUALITY: The Patrice Evra photoshops have started. #Euro2016 https://t.co/KXiPzot65j
2016-06-26 21:54:00	danskin1886	"RT @UEFAEURO: Here's how the @adidas Golden Boot is shaping up...
MORE: https://t.co/SQ3vJ7rBWf
#EURO2016 https://t.co/f7RDnXcEhL"
2016-06-26 21:53:59	squareoneftbl	"RT @TheFHPodcast: #TFHPEuros #Podcast Day 15: OUT NOW!

#Fra #Irl
#Ger #Svk
#Hun #Bel

https://t.co/xsSboyU2CB
#EURO2016 https://t.co/CBvFw…"
2016-06-26 21:53:58	elmi365	RT @BBCSporf: QUALITY: The Patrice Evra photoshops have started. #Euro2016 https://t.co/KXiPzot65j
2016-06-26 21:53:57	raislarh	"RT @UEFAEURO: Germany will face either Italy or Spain in the Bordeaux QF on 2 July.
#EURO2016 https://t.co/mk54Jne26t"
2016-06-26 21:53:56	acharyaumesh145	RT @UEFAEURO: That Gomez goal for #GER owed everything to a lovely jinking run from Draxler on the left. 👏👏 #GERSVK #EURO2016 https://t.co/…
2016-06-26 21:53:54	joicemarinay	Watching last night's #GERSVK and damn, Neuer is hella brilliant. #EURO2016
2016-06-26 21:53:53	Indie_Dev_Bot	RT @FootballQuizz1: 🆕🆓⚽️ Football Quiz ⚽️ https://t.co/FGMvE6QtTW #Euro2016 #CopaAmerica #CopaCocaCola #CopaCentenario #ARGvCHI #ARG #CHI #…
2016-06-26 21:53:53	zayynabosmani10	"RT @AllFootballLive: #GER have reached the #EURO2016 Quarter-Finals!

They will play the winners of #ESP vs. #ITA https://t.co/yeJy1heBxn"
2016-06-26 21:53:53	ChrisCorkhill88	"RT @AgainstTRopes: Tyson Fury living it up in Nice with fans! #EURO2016
Get England to beat Iceland at 6/1: https://t.co/vG0Fviiur0 
https:…"
2016-06-26 21:53:51	romagasparyan	RT @axelwitsel28: Lille here we come! #QuarterFinals #EURO2016 #tousenfrance https://t.co/60JF4h4uVA
2016-06-26 21:53:50	3MUCHACHOS	RT @DATSLifePodcast: For the low down on every team in every group in Euro 2016, follow DATS Life podcast! #euro2016 #france2016 #TogetherF…
2016-06-26 21:53:49	A_nunenune	RT @esmuellert_: Quarterfinal - we are coming 😀 3:0 against Slovakia #GERSVK #EURO2016 #diemannschaft #firstneverfollows #esmuellert https:…
2016-06-26 21:53:49	Aneykm	"Celebration of @hazardeden10 😘🙏💕
.
.
.
#euro2016 #hazard #edenhazard #chelsea #cfc #belgium… https://t.co/qMuO93PCqI"
2016-06-26 21:53:48	itsMoni_krishna	"RT @Sportskeeda: Goal!!!! Mario Gomez makes it 2-0 in favour of Germany 

#GER 2-0 #SVK 

#EURO2016 #GERSVK"
2016-06-26 21:53:48	a_djabarov	RT @FCBayernEN: We've seen that celebration before, @JB17Official! #EURO2016 #GERSVK https://t.co/EOGAcF2biH
2016-06-26 21:53:46	HulbertMathew	The latest MH Today ! https://t.co/kMOelSyMtQ #euro2016 #brexit
2016-06-26 21:53:45	AbdulVilla7	RT @UEFAEURO: 🎉 Belgium's 4-0 win against Hungary is their biggest-ever win at a major tournament. Bravo! 🎉 #EURO2016 https://t.co/8p1Hj722…
2016-06-26 21:53:45	PreeceAsh	"RT @UEFAEURO: Gareth Bale v Eden Hazard: 🔥🔥🔥🔥🔥🔥
Lille, 1 July, 21.00CET.
#EURO2016 https://t.co/0ZzfTmgqMO"
2016-06-26 21:53:44	NewsdeskSPORT	"RT @guardian_sport: #Euro2016 video preview: #Eng are favourites but must not underestimate #Isl https://t.co/3pIwdCWR6Z
https://t.co/zMrBu…"
2016-06-26 21:53:41	ayuOwla	"RT @UEFAEURO: #GER winger Julian Draxler is the @carlsberg Man of the Match 👏
#EURO2016 https://t.co/YYlYfHelTd"
2016-06-26 21:53:41	_Kon123	RT @DFB_Team_EN: It must be the English influence... 😉 #EURO2016 #GERSVK https://t.co/dhlncFOwQr
2016-06-26 21:53:40	faridimran97	RT @Mourinholic: First @WhoScored rating of 10 at #EURO2016. #BEL https://t.co/hbKQGnK6u0
2016-06-26 21:53:40	tonyjavier09	"RT @UEFAEURO: Gareth Bale v Eden Hazard: 🔥🔥🔥🔥🔥🔥
Lille, 1 July, 21.00CET.
#EURO2016 https://t.co/0ZzfTmgqMO"
2016-06-26 21:53:39	slashsdull	RT @ChelseaFC: .@thibautcourtois and @hazardeden10 (c) start for #BEL v #HUN. Good luck lads! 💪 #Euro2016 https://t.co/jX6kys8Nxh
2016-06-26 21:53:37	xarelloblanco	RT @UEFAEURO: Meanwhile, #POL are still celebrating that dramatic shoot-out victory against #SUI! #SUIPOL #EURO2016 https://t.co/FgCkLfUsWD
2016-06-26 21:53:37	andresmh87	David Guetta ft. Zara Larsson - This One's For You #FRA  https://t.co/kVuBnVezSe #EURO2016
2016-06-26 21:53:34	acharyaumesh145	RT @UEFAEURO: That's Draxler's first competitive goal for #GER - and he made it look easy. 👏 #GERSVK #EURO2016 https://t.co/EqnoDapR7A
2016-06-26 21:53:34	SuperSportStuff	"RT @guardian_sport: #Euro2016 video preview: #Eng are favourites but must not underestimate #Isl https://t.co/3pIwdCWR6Z
https://t.co/zMrBu…"
2016-06-26 21:53:32	pigazine	RT @nadrosia: #GERSVK (or #GERSLO?) #sketchnote of #EURO2016 quarterfinal today. https://t.co/7HgmM6vhU6
2016-06-26 21:53:30	rwfc17	"RT @TransferNewsCen: #HUN 0
#BEL 4
⚽ Alderweireld
⚽ Batshuayi
⚽ Hazard
⚽ Ferreira-Carrasco
Belgium at their best! #EURO2016 #HUNBEL https:/…"
2016-06-26 21:53:29	WesHunt98	"Am I the only one who beleives England can win the Euros?? Beleive in your country guys 😜 #ENG #EURO2016 
C'mon ENGLAND!!! 👐 👐 👊 👊"
2016-06-26 21:53:27	carloschuch0	RT @ScufGaming: The SCUF #EURO2016 Infinity Series controller giveaway is now LIVE! #TeamSCUF https://t.co/qfxBkXFRqP https://t.co/pUKmlI2r…
2016-06-26 21:53:26	Mylove_Algeria	RT @GermanyDiplo: Congratulations, @DFB_Team_EN! Great match! And now: Much of luck for the #quarterfinals! #GERSVK #Euro2016  https://t.co…
2016-06-26 21:53:26	AzzurriFanPhil	"RT @ESPNStatsInfo: Two countries have eliminated Germany in a major tournament since 2006 (Italy, Spain).

#GER plays one of them in the #E…"
2016-06-26 21:53:25	surya_astina	FT: #HUN 🇭🇺 0-4 #BEL 🇧🇪 (Alderweireld 10', Batshuayi 78', Hazard 80', Carrasco 90'+1') #EURO2016 [pic] — https://t.co/Dyb2XosXkU
2016-06-26 21:53:24	Sanchez_Steven7	RT @soccerdotcom: 🔴 Devil's Playground #BEL #EURO2016 https://t.co/rrjXIHjFz9
2016-06-26 21:53:23	martinambarita8	RT @ChelseaFC: Congratulations to @thibautcourtois and @hazardeden10! Next up - quarter-finals. #Euro2016 https://t.co/3az5LohNGe https://t…
2016-06-26 21:53:23	IzlinaAsyikin	"RT @8TrollFootball: Qualified for the quarter-finals of #EURO2016:

#POL
#POR 
#WAL
#FRA 
#GER https://t.co/FIYUukJQms"
2016-06-26 21:53:22	1111Hendra	"RT @UEFAEURO: Here's how the @adidas Golden Boot is shaping up...
MORE: https://t.co/SQ3vJ7rBWf
#EURO2016 https://t.co/f7RDnXcEhL"
2016-06-26 21:53:22	DatBayelsaBoy	RT @DFB_Team_EN: It must be the English influence... 😉 #EURO2016 #GERSVK https://t.co/dhlncFOwQr
2016-06-26 21:53:21	Victqor	RT @anadoluimages: #GarethBale of #Wales &amp; his daughter #AlbaViolet after #EURO2016 match between #Wal #NIR #Paris #France #AA #WALNIR http…
2016-06-26 21:53:20	villiase_ine_	"RT @AllFootballLive: #GER have reached the #EURO2016 Quarter-Finals!

They will play the winners of #ESP vs. #ITA https://t.co/yeJy1heBxn"
2016-06-26 21:53:20	kopmj83	"RT @UEFAEURO: Sunday's three @carlsberg Man of the Match winners... Bravo! 🎉
INFO: https://t.co/8up1YLq1Ll
#EURO2016 https://t.co/geLB3UByCM"
2016-06-26 21:53:20	Chrismarza	"RT @FIFAcom: FT:
#HUN 0-4 #BEL
Hazard fires Belgium into #EURO2016 last 8 
https://t.co/OccbGNVVju https://t.co/51rgoq8GuK"
2016-06-26 21:53:18	arpa_ass	"RT @UEFAEURO: Germany will face either Italy or Spain in the Bordeaux QF on 2 July.
#EURO2016 https://t.co/mk54Jne26t"
2016-06-26 21:53:16	kopmj83	"RT @UEFAEURO: Gareth Bale v Eden Hazard: 🔥🔥🔥🔥🔥🔥
Lille, 1 July, 21.00CET.
#EURO2016 https://t.co/0ZzfTmgqMO"
2016-06-26 21:53:16	Clank1974	RT @ManUtd: Well done to Marouane Fellaini &amp; #BEL on securing a quarter-finals place at #Euro2016 after a 4-0 win vs Hungary. #BEL face #WA…
2016-06-26 21:53:15	rungrat79837499	RT @DFB_Team_EN: Group hug! #JederFuerJeden #EURO2016 #GERSVK https://t.co/Qbm6umSTSa
2016-06-26 21:53:15	Toluni	RT @Sportsration: Shaqiri's sensational goal for #SUI yesterday vs #POL #Euro2016  https://t.co/UGG1DgT1q8 (via @wayneinrome)
2016-06-26 21:53:14	liargd	RT @UEFAEURO: 🎉 Belgium's 4-0 win against Hungary is their biggest-ever win at a major tournament. Bravo! 🎉 #EURO2016 https://t.co/8p1Hj722…
2016-06-26 21:53:14	MCMECCADON	"RT @iChelseaTweets: Most assists at #EURO2016 

Eden Hazard (3)
De Bruyne (3)

World class. https://t.co/5pYRVL9peZ"
2016-06-26 21:53:13	Elb_Yousra19	RT @BelRedDevils: Full time !! Hungary – Belgium : 0 – 4.  Quarter-finals, here we come !! #hunbel #tousenfrance #Euro2016 https://t.co/9UO…
2016-06-26 21:53:13	martinambarita8	RT @ChelseaFC: .@hazardeden10 - superb!  #Euro2016 #HUNBEL https://t.co/Iu2fKuJT4i
2016-06-26 21:53:13	MilanStaes1999	RT @BelRedDevils: Back to Bordeaux! Good night all ;-) #TousenFrance #EURO2016 https://t.co/i8B4ou91FY
2016-06-26 21:53:12	_hinayx	RT @TheFootballRep: When you look at the Belgian squad...#Euro2016 https://t.co/rOLTRrnwxL
2016-06-26 21:53:11	daniefrancescaa	"RT @UEFAEURO: Germany will face either Italy or Spain in the Bordeaux QF on 2 July.
#EURO2016 https://t.co/mk54Jne26t"
2016-06-26 21:53:11	acharyaumesh145	RT @UEFAEURO: Podolski and Schweinsteiger are on for #GER - bringing 247 caps' worth of experience with them. 👐 #GERSVK #EURO2016 https://t…
2016-06-26 21:53:10	Devashouts	RT @esmuellert_: Quarterfinal - we are coming 😀 3:0 against Slovakia #GERSVK #EURO2016 #diemannschaft #firstneverfollows #esmuellert https:…
2016-06-26 21:53:08	Victqor	RT @anadoluimages: #Fans are seen during #UEFA #Euro2016 #match b/w #Ger and #Svk at the #StadePierreMauroy in #Lille, #France #AA https://…
2016-06-26 21:53:06	FotoPyK	RT @MandalaySamui: Team #HUN singing the National Anthem with the fans after #HUNBEL #EURO2016 https://t.co/e5WJDcjSnk
2016-06-26 21:53:05	martinambarita8	RT @ChelseaFC: What a goal @hazardeden10! 👌  #Euro2016 #HUNBEL
2016-06-26 21:53:05	kopmj83	"RT @UEFAEURO: QF2: Wales v Belgium. Destination: Lille. 
#EURO2016 https://t.co/Zr0xWo6If1"
2016-06-26 21:53:04	topladwaqas	RT @ChelseaFC: What a goal @hazardeden10! 👌  #Euro2016 #HUNBEL
2016-06-26 21:53:03	vlastelica11	"RT @HNS_CFF: #CRO youngster Pjaca: ""This is the worst possible way to lose a match"".
#BeProud #CROPOR #EURO2016 https://t.co/9pSD2kelNE"
2016-06-26 21:53:03	casamoe	RT @ContehoIic: First @WhoScored rating of 10 at #EURO2016 so far. #BEL https://t.co/iemHzy2K5H
2016-06-26 21:53:02	grubbtwin	RT @MarkNagi: Tennessee grad Shad Forsythe, one of world's best fitness coaches, helping make #GER a dominant force at #EURO2016. https://t…
2016-06-26 21:53:02	muserabdi	"RT @iChelseaTweets: Most assists at #EURO2016 

Eden Hazard (3)
De Bruyne (3)

World class. https://t.co/5pYRVL9peZ"
2016-06-26 21:53:00	dinopuppyy	RT @DFB_Team_EN: Another solid stop from @Manuel_Neuer! He's flying today... #JederFuerJeden #EURO2016 #GERSVK 2-0 https://t.co/xy44wXlDWa
2016-06-26 21:53:00	Devashouts	RT @BSchweinsteiger: Quarterfinal, here we come!! 🇩🇪 #GERSVK #DieMannschaft #EURO2016 https://t.co/vj6XJDnsKe
2016-06-26 21:53:00	THEUNDERWALLY	RT @BBCSporf: QUALITY: The Patrice Evra photoshops have started. #Euro2016 https://t.co/KXiPzot65j
2016-06-26 21:52:59	thoniarianto	RT @BSchweinsteiger: Quarterfinal, here we come!! 🇩🇪 #GERSVK #DieMannschaft #EURO2016 https://t.co/vj6XJDnsKe
2016-06-26 21:52:58	ykn1573294491	"RT @UEFAEURO: QF2: Wales v Belgium. Destination: Lille. 
#EURO2016 https://t.co/Zr0xWo6If1"
2016-06-26 21:52:56	dream_batman	RT @ToniKroos: Superior display of our @DFB_Team today! Now the #EURO2016 is getting interesting... https://t.co/VyuYbJIgZX
2016-06-26 21:52:51	vlastelica11	"RT @HNS_CFF: Čačić: ""#CRO players are winners, they have presented the necessary importance of unity to all people"". #BeProud #EURO2016 #Cr…"
2016-06-26 21:52:50	mikebridge3	RT @Pschmeichel1: Can't figure out what's what! Is Hungary that bad or is Eden Hazard the best player in the #EURO2016 ?
2016-06-26 21:52:49	FatimaOnTwit	RT @BBCSporf: QUALITY: The Patrice Evra photoshops have started. #Euro2016 https://t.co/KXiPzot65j
2016-06-26 21:52:49	mferreiira017	RT @ChelseaFC: .@hazardeden10 - superb!  #Euro2016 #HUNBEL https://t.co/Iu2fKuJT4i
2016-06-26 21:52:49	GRLOLTAR	"Check out our new sports board on Facebook! Get Real LOL Pro Sports
https://t.co/Kzu1agbHyF #NASCAR #Olympics2016 #EURO2016 #GRLOL #WWE"
2016-06-26 21:52:48	Merrymay_MN	RT @Podolski10: We delivered a great win! We keep going ahead! 💪🏽⚽🇩🇪 #Euro2016 #Poldi #DieMannschaft #lp10 👊🏻 https://t.co/6Qki2ZLm27
2016-06-26 21:52:46	dream_batman	"RT @mterstegen1: Quarter-Finals !!! ✌🏻🇩🇪😃
#FirstNeverFollows #JederFuerJeden #EURO2016 #DieMannschaft https://t.co/tkTh8cxPN8"
2016-06-26 21:52:46	official_md7	RT @Footballltrolls: Congratulations to Belgium. They are through to #EURO2016 quarter finals... https://t.co/cpeVIFa83s
2016-06-26 21:52:46	KULI_KULI_ZIM	"RT @UEFAEURO: Gareth Bale v Eden Hazard: 🔥🔥🔥🔥🔥🔥
Lille, 1 July, 21.00CET.
#EURO2016 https://t.co/0ZzfTmgqMO"
2016-06-26 21:52:45	biay_blay	"RT @MTLSYNDICATE: **MORE MONDAY SPECIALS**

*VIP*
#EURO2016 
Going for #21 in a row, most #EPIC #SportsBetting run the Industry!

Get it 75…"
2016-06-26 21:52:45	ARR3036	RT @premierleague: #BEL ease into the #EURO2016 last 8 - AlderweireldTob and @hazardeden10 are among the scorers as they beat #HUN 4-0 http…
2016-06-26 21:52:44	DarkGoggles	RT @SportsCenter: Germany delivers a complete performance in defeating Slovakia, 3-0, to advance to the #EURO2016 quarterfinals. https://t.…
2016-06-26 21:52:43	mrkavousi	"RT @guardian_sport: #Euro2016 video preview: #Eng are favourites but must not underestimate #Isl https://t.co/3pIwdCWR6Z
https://t.co/zMrBu…"
2016-06-26 21:52:43	mferreiira017	RT @ChelseaFC: Congratulations to @thibautcourtois and @hazardeden10! Next up - quarter-finals. #Euro2016 https://t.co/3az5LohNGe https://t…
2016-06-26 21:52:42	AnGo2_	RT @theScore: An ode to #HUN and #EURO2016 legend - Gabor Kiraly. https://t.co/NAuXFX8hkg https://t.co/YLbpHEgE61
2016-06-26 21:52:42	Alaboooom	"RT @FCBayernEN: Didier Deschamps: ""I wanted to add speed by bringing on Kingsley #Coman."" 

Looks like it worked 😉
#FRAIRL #EURO2016 https:…"
2016-06-26 21:52:41	idrisjacobs	"RT @UEFAEURO: Gareth Bale v Eden Hazard: 🔥🔥🔥🔥🔥🔥
Lille, 1 July, 21.00CET.
#EURO2016 https://t.co/0ZzfTmgqMO"
2016-06-26 21:52:40	dream_batman	RT @BSchweinsteiger: Quarterfinal, here we come!! 🇩🇪 #GERSVK #DieMannschaft #EURO2016 https://t.co/vj6XJDnsKe
2016-06-26 21:52:38	BharatRR14	"RT @UEFAEURO: Here's how the @adidas Golden Boot is shaping up...
MORE: https://t.co/SQ3vJ7rBWf
#EURO2016 https://t.co/f7RDnXcEhL"
2016-06-26 21:52:37	iamfreddybrown	RT @DFB_Team_EN: Kisses for our quarterfinalists! 😘 #JederFuerJeden #EURO2016 #GERSVK https://t.co/9pmX47TKof
2016-06-26 21:52:36	LippensLando	"RT @UEFAEURO: Gareth Bale v Eden Hazard: 🔥🔥🔥🔥🔥🔥
Lille, 1 July, 21.00CET.
#EURO2016 https://t.co/0ZzfTmgqMO"
2016-06-26 21:52:36	jackhalsall99	Belgium vs Germany final written all over it #EURO2016
2016-06-26 21:52:36	dream_batman	RT @philipplahm: A very confident and convincing win! Congrats on reaching the next round, @DFB_Team! #GERSVK #EURO2016
2016-06-26 21:52:35	rowdy97	RT @BarcaWorldwide: Rakitic: “Portugal don’t have a clue how they scored. If you asked them how they scored, they probably wouldn’t know.”…
2016-06-26 21:52:34	milksep	RT @BSchweinsteiger: Quarterfinal, here we come!! 🇩🇪 #GERSVK #DieMannschaft #EURO2016 https://t.co/vj6XJDnsKe
2016-06-26 21:52:33	hazim_3103	RT @o_fadhli: Imagine next Euro Cup, no more England.. so England u guys better perform well this year ! #Brexit #EURO2016 #England
2016-06-26 21:52:33	yabbie_bay	RT @DFB_Team_EN: Another solid stop from @Manuel_Neuer! He's flying today... #JederFuerJeden #EURO2016 #GERSVK 2-0 https://t.co/xy44wXlDWa
2016-06-26 21:52:32	syedmBilal09	"The biggest winning margins at #EURO2016
#ESP 3-0 #TUR 
#BEL 3-0 #IRL 
#WAL 3-0 #RUS 
#GER 3-0 #SVK 
#Bel 4-0  #HUN https://t.co/FsIL6Ibuct"
2016-06-26 21:52:32	spooner_jordan	RT @piesportsbooze: BREAKING. Metropolitan police have called off the search for Eden Hazard. He has been found safe and well in France #EU…
2016-06-26 21:52:31	dream_batman	RT @esmuellert_: Quarterfinal - we are coming 😀 3:0 against Slovakia #GERSVK #EURO2016 #diemannschaft #firstneverfollows #esmuellert https:…
2016-06-26 21:52:31	1111Hendra	"RT @UEFAEURO: Sunday's three @carlsberg Man of the Match winners... Bravo! 🎉
INFO: https://t.co/8up1YLq1Ll
#EURO2016 https://t.co/geLB3UByCM"
2016-06-26 21:52:31	FelipeMaciasO	"RT @UEFAEURO: QF2: Wales v Belgium. Destination: Lille. 
#EURO2016 https://t.co/Zr0xWo6If1"
2016-06-26 21:52:30	vlastelica11	"RT @HNS_CFF: #CRO defender Domagoj Vida: ""As if I had been cursed. We are all so sorry"".
#BeProud #CROPOR #EURO2016 https://t.co/5Gi54pWnWk"
2016-06-26 21:52:29	JoraGotze	"RT @ArsenalFanTV: Balazs Dzsudzsak the Hungarian Captain played very well in the tournament. Quality player
#HUN #EURO2016"
2016-06-26 21:52:27	qprmaroc	4th game of the day. #EURO2016 #CopaAmerica
2016-06-26 21:52:27	sarahabiba83	RT @Fondo81: Photo Of the day #EURO2016 https://t.co/SvYMsH2dWl
2016-06-26 21:52:27	Big_Daddy696969	RT @footbalIfights: This is why bumbags should be banned at #EURO2016  https://t.co/pbIRSfUYvU
2016-06-26 21:52:27	jad_dance	RT @BelRedDevils: Last 8 ! We are Belgium ! Quarter-final on Friday against @FAWales in Lille, 21:00 ! #hunbel #tousenfrance #Euro2016 http…
2016-06-26 21:52:26	Jashhln	"RT @MTLSYNDICATE: **MORE MONDAY SPECIALS**

*VIP*
#EURO2016 
Going for #21 in a row, most #EPIC #SportsBetting run the Industry!

Get it 75…"
2016-06-26 21:52:23	gray_coles	"RT @FAWales: Hello @BelRedDevils, we meet again! 👋
#WALBEL
#TogetherStronger
#EURO2016 
https://t.co/S9ILiDhGpm
https://t.co/o2kjz8seou"
2016-06-26 21:52:18	gabriele_biondo	Tomorrow I'll either be ecstatic or depressed, there's no in-between. #ITA #Euro2016 #forzaAZZURRI
2016-06-26 21:52:16	javbriceno	RT @Squawka: If the stars of #EURO2016 were Game Of Thrones characters. Season finale, please - https://t.co/uDLpwUr1c3 https://t.co/NxeEjL…
2016-06-26 21:52:15	IBRZSROULETTE	RT @Pschmeichel1: Can't figure out what's what! Is Hungary that bad or is Eden Hazard the best player in the #EURO2016 ?
2016-06-26 21:52:15	IDEAZ1TiMER	RT @BelRedDevils: Full time !! Hungary – Belgium : 0 – 4.  Quarter-finals, here we come !! #hunbel #tousenfrance #Euro2016 https://t.co/9UO…
2016-06-26 21:52:13	billynoble14	RT @F2Freestylers: Not again😂😫 #EURO2016 https://t.co/zulOSEnS3R
2016-06-26 21:52:13	diyalvba	"RT @Icelandair: We've supported Iceland's national team for 70 years. This is for Iceland. #EURO2016  Áfram Ísland!
https://t.co/eVQPEkz7pt"
2016-06-26 21:52:10	iamfreddybrown	RT @BSchweinsteiger: Quarterfinal, here we come!! 🇩🇪 #GERSVK #DieMannschaft #EURO2016 https://t.co/vj6XJDnsKe
2016-06-26 21:52:09	topladwaqas	RT @OptaJose: 3 - Eden Hazard has assists more goals (3) that other player in #EURO2016. Protagonist.
2016-06-26 21:52:07	Colby_78	"RT @UEFAEURO: Here's how the @adidas Golden Boot is shaping up...
MORE: https://t.co/SQ3vJ7rBWf
#EURO2016 https://t.co/f7RDnXcEhL"
2016-06-26 21:52:06	bech_normand	RT @ManUtd: Well done to Marouane Fellaini &amp; #BEL on securing a quarter-finals place at #Euro2016 after a 4-0 win vs Hungary. #BEL face #WA…
2016-06-26 21:52:05	vSaurini16	"RT @UEFAEURO: Here's how the @adidas Golden Boot is shaping up...
MORE: https://t.co/SQ3vJ7rBWf
#EURO2016 https://t.co/f7RDnXcEhL"
2016-06-26 21:52:02	bech_normand	RT @FAIreland: Irish legend 👏🏻 #COYBIG #EURO2016 https://t.co/xPV8MTiBPb
2016-06-26 21:52:01	ShelbyBrln	"RT @MTLSYNDICATE: **MORE MONDAY SPECIALS**

*VIP*
#EURO2016 
Going for #21 in a row, most #EPIC #SportsBetting run the Industry!

Get it 75…"
