position	team	degree	popularity	name	surname
Forward	Turkey	0.0	0.0	Cenk	Tosun
Forward	Turkey	0.0	0.0	Yunus	Mallı
Goalkeeper	Ukraine	0.0	0.0	Andriy	Pyatov
Goalkeeper	Ukraine	0.0	0.0	Denys	Boyko
Goalkeeper	Ukraine	0.0	0.0	Mykyta	Shevchenko
Defender	Ukraine	0.0	0.0	Vyacheslav	Shevchuk
Defender	Ukraine	0.0	0.0	Oleksandr	Kucher
Defender	Ukraine	0.0	0.0	Yevhen	Khacheridi
Defender	Ukraine	0.0	0.0	Yaroslav	Rakitskyi
Defender	Ukraine	0.0	0.0	Artem	Fedetskyi
Midfielder	Ukraine	0.0	0.0	Yevhen	Konoplyanka
Midfielder	Ukraine	0.0	0.0	Anatoliy	Tymoshchuk
Midfielder	Ukraine	0.0	0.0	Ruslan	Rotan
Forward	Ukraine	0.0	0.0	Andriy	Yarmolenko
Midfielder	Ukraine	0.0	0.0	Taras	Stepanenko
Midfielder	Ukraine	0.0	0.0	Denys	Harmash
Midfielder	Ukraine	0.0	0.0	Serhiy	Sydorchuk
Midfielder	Ukraine	0.0	0.0	Viktor	Kovalenko
Midfielder	Ukraine	0.0	0.0	Oleksandr	Karavayev
Midfielder	Ukraine	0.0	0.0	Serhiy	Rybalka
Midfielder	Ukraine	0.0	0.0	Oleksandr	Zinchenko
Forward	Ukraine	0.0	0.0	Roman	Zozulya
Forward	Ukraine	0.0	0.0	Pylyp	Budkivskyi
Forward	Ukraine	0.0	0.0	Yevhen	Seleznyov
Defender	Ukraine	0.0	0.0	Bohdan	Butko
Goalkeeper	Wales	0.0	0.0	Wayne	Hennessey
Goalkeeper	Wales	10.0	0.0	Danny	Ward
Goalkeeper	Wales	0.0	0.0	Owain-Fon	Williams
Defender	Wales	0.0	0.0	Ashley	"""Jazz"""" Richards"""
Defender	Wales	0.0	0.0	Ben	Davies
Defender	Wales	0.0	0.0	Chris	Gunter
Defender	Wales	0.0	0.0	James	Collins
Defender	Wales	4.0	0.0	James	Chester
Defender	Wales	0.0	0.0	Ashley	Williams
Defender	Wales	0.0	0.0	Neil	Taylor
Midfielder	Wales	7.0	0.0	Joe	Allen
Midfielder	Wales	0.0	0.0	David	Edwards
Midfielder	Wales	0.0	0.0	Joe	Ledley
Midfielder	Wales	2.0	0.0	Aaron	Ramsey
Midfielder	Wales	0.0	0.0	David	Vaughan
Midfielder	Wales	0.0	0.0	Jonathan	Williams
Forward	Wales	0.0	0.0	Hal	Robson-Kanu
Forward	Wales	0.0	0.0	David	Cotterill
Forward	Wales	0.0	0.0	Simon	Church
Forward	Wales	13.0	0.0	Gareth	Bale
Midfielder	Wales	0.0	0.0	George	Williams
Forward	Wales	0.0	0.0	Sam	Vokes
Coach	Albania	0.0	0.0	Gianni	De Biasi
Coach	France	2.0	0.0	Didier	Deschamps
Coach	Romania	0.0	0.0	Anghel	Iordanescu
Coach	Switzerland	0.0	0.0	Vladimir	Petkovic
Coach	England	4.0	0.0	Roy	Hodgson
Coach	Russia	0.0	0.0	Leonid	Slutsky
Coach	Slovakia	0.0	0.0	Jan	Kozak
Coach	Wales	2.0	0.0	Chris	Coleman
Coach	Germany	0.0	0.0	Joachim	Löw
Coach	Northern Ireland	1.0	0.0	Michael	O'Neill
Coach	Poland	0.0	0.0	Adam	Nawalka
Coach	Ukraine	0.0	0.0	Mykhaylo	Fomenko
Coach	Croatia	0.0	0.0	Ante	Cacic
Coach	Czech Republic	0.0	0.0	Pavel	Vrba
Coach	Spain	0.0	0.0	Vicente	del Bosque
Coach	Turkey	0.0	0.0	Fatih	Terim
Coach	Belgium	4.0	0.0	Marc	Wilmots
Coach	Italy	4.0	0.0	Antonio	Conte
Coach	Republic of Ireland	1.0	0.0	Martin	O'Neill
Coach	Sweden	0.0	0.0	Erik	Hamren
Coach	Austria	0.0	0.0	Marcel	Koller
Coach	Hungary	0.0	0.0	Bernd	Storck
Coach	Iceland	0.0	0.0	Lars	Lagerbäck
Coach	Portugal	0.0	0.0	Fernando	Santos
